temperature, rainfall, humidity, yeild1, yeild2, yeild3
29.00  ,  26.00  ,  87.00  ,  848.70  ,  848.70  ,  1904.00
66.00  ,  33.00  ,  61.00  ,  637.10  ,  637.10  ,  2075.00
70.00  ,  84.00  ,  71.00  ,  797.40  ,  797.40  ,  2926.00
27.00  ,  46.00  ,  40.00  ,  441.30  ,  441.30  ,  1482.00
94.00  ,  93.00  ,  52.00  ,  646.30  ,  646.30  ,  3065.00
65.00  ,  98.00  ,  36.00  ,  491.10  ,  491.10  ,  2558.00
62.00  ,  46.00  ,  58.00  ,  624.40  ,  624.40  ,  2154.00
72.00  ,  32.00  ,  60.00  ,  629.60  ,  629.60  ,  2120.00
57.00  ,  99.00  ,  92.00  ,  1003.60  ,  1003.60  ,  3259.00
100.00  ,  30.00  ,  85.00  ,  871.00  ,  871.00  ,  2780.00
56.00  ,  59.00  ,  23.00  ,  316.30  ,  316.30  ,  1761.00
24.00  ,  42.00  ,  56.00  ,  581.80  ,  581.80  ,  1618.00
76.00  ,  39.00  ,  24.00  ,  309.50  ,  309.50  ,  1755.00
99.00  ,  30.00  ,  53.00  ,  576.10  ,  576.10  ,  2320.00
61.00  ,  80.00  ,  83.00  ,  898.10  ,  898.10  ,  2934.00
72.00  ,  92.00  ,  42.00  ,  542.00  ,  542.00  ,  2648.00
48.00  ,  56.00  ,  34.00  ,  409.60  ,  409.60  ,  1780.00
66.00  ,  50.00  ,  84.00  ,  870.80  ,  870.80  ,  2618.00
64.00  ,  35.00  ,  62.00  ,  647.90  ,  647.90  ,  2091.00
28.00  ,  55.00  ,  34.00  ,  398.30  ,  398.30  ,  1527.00
55.00  ,  23.00  ,  49.00  ,  508.20  ,  508.20  ,  1645.00
70.00  ,  88.00  ,  87.00  ,  949.80  ,  949.80  ,  3202.00
91.00  ,  52.00  ,  78.00  ,  830.70  ,  830.70  ,  2860.00
52.00  ,  75.00  ,  60.00  ,  675.50  ,  675.50  ,  2439.00
22.00  ,  24.00  ,  33.00  ,  345.80  ,  345.80  ,  1038.00
99.00  ,  60.00  ,  74.00  ,  808.30  ,  808.30  ,  3004.00
72.00  ,  30.00  ,  89.00  ,  893.80  ,  893.80  ,  2500.00
42.00  ,  26.00  ,  81.00  ,  800.00  ,  800.00  ,  1976.00
89.00  ,  37.00  ,  56.00  ,  607.80  ,  607.80  ,  2333.00
36.00  ,  67.00  ,  39.00  ,  463.90  ,  463.90  ,  1849.00
51.00  ,  96.00  ,  80.00  ,  886.30  ,  886.30  ,  2980.00
70.00  ,  21.00  ,  37.00  ,  402.70  ,  402.70  ,  1631.00
36.00  ,  33.00  ,  31.00  ,  346.10  ,  346.10  ,  1295.00
87.00  ,  94.00  ,  34.00  ,  478.50  ,  478.50  ,  2742.00
21.00  ,  28.00  ,  66.00  ,  654.10  ,  654.10  ,  1540.00
68.00  ,  44.00  ,  27.00  ,  339.60  ,  339.60  ,  1766.00
50.00  ,  40.00  ,  20.00  ,  261.00  ,  261.00  ,  1400.00
30.00  ,  90.00  ,  24.00  ,  352.80  ,  352.80  ,  1866.00
65.00  ,  41.00  ,  90.00  ,  913.80  ,  913.80  ,  2573.00
22.00  ,  92.00  ,  91.00  ,  967.80  ,  967.80  ,  2734.00
51.00  ,  78.00  ,  20.00  ,  310.90  ,  310.90  ,  1906.00
26.00  ,  49.00  ,  100.00  ,  996.70  ,  996.70  ,  2349.00
48.00  ,  39.00  ,  29.00  ,  341.50  ,  341.50  ,  1489.00
75.00  ,  88.00  ,  56.00  ,  667.10  ,  667.10  ,  2828.00
29.00  ,  36.00  ,  77.00  ,  769.70  ,  769.70  ,  1894.00
38.00  ,  66.00  ,  46.00  ,  528.00  ,  528.00  ,  1958.00
51.00  ,  88.00  ,  38.00  ,  489.50  ,  489.50  ,  2288.00
39.00  ,  40.00  ,  26.00  ,  310.70  ,  310.70  ,  1352.00
48.00  ,  68.00  ,  50.00  ,  572.40  ,  572.40  ,  2160.00
30.00  ,  100.00  ,  64.00  ,  733.80  ,  733.80  ,  2556.00
85.00  ,  37.00  ,  25.00  ,  320.60  ,  320.60  ,  1851.00
61.00  ,  81.00  ,  92.00  ,  982.20  ,  982.20  ,  3073.00
88.00  ,  96.00  ,  73.00  ,  840.40  ,  840.40  ,  3326.00
72.00  ,  43.00  ,  58.00  ,  625.50  ,  625.50  ,  2235.00
39.00  ,  41.00  ,  65.00  ,  670.80  ,  670.80  ,  1911.00
66.00  ,  48.00  ,  52.00  ,  573.80  ,  573.80  ,  2144.00
40.00  ,  60.00  ,  59.00  ,  640.80  ,  640.80  ,  2086.00
96.00  ,  22.00  ,  80.00  ,  812.60  ,  812.60  ,  2558.00
51.00  ,  65.00  ,  82.00  ,  864.40  ,  864.40  ,  2605.00
36.00  ,  50.00  ,  39.00  ,  441.80  ,  441.80  ,  1628.00
55.00  ,  30.00  ,  48.00  ,  508.10  ,  508.10  ,  1722.00
83.00  ,  45.00  ,  41.00  ,  477.20  ,  477.20  ,  2155.00
45.00  ,  43.00  ,  24.00  ,  299.20  ,  299.20  ,  1435.00
20.00  ,  51.00  ,  91.00  ,  913.50  ,  913.50  ,  2177.00
49.00  ,  73.00  ,  99.00  ,  1030.20  ,  1030.20  ,  2923.00
33.00  ,  100.00  ,  73.00  ,  818.10  ,  818.10  ,  2718.00
22.00  ,  20.00  ,  98.00  ,  938.60  ,  938.60  ,  1896.00
50.00  ,  90.00  ,  27.00  ,  390.40  ,  390.40  ,  2148.00
71.00  ,  21.00  ,  85.00  ,  844.80  ,  844.80  ,  2315.00
77.00  ,  98.00  ,  27.00  ,  414.30  ,  414.30  ,  2576.00
87.00  ,  82.00  ,  34.00  ,  462.90  ,  462.90  ,  2586.00
96.00  ,  53.00  ,  45.00  ,  530.90  ,  530.90  ,  2471.00
41.00  ,  64.00  ,  45.00  ,  517.70  ,  517.70  ,  1954.00
99.00  ,  76.00  ,  94.00  ,  1013.10  ,  1013.10  ,  3492.00
100.00  ,  72.00  ,  45.00  ,  557.60  ,  557.60  ,  2766.00
43.00  ,  62.00  ,  42.00  ,  488.50  ,  488.50  ,  1910.00
97.00  ,  83.00  ,  44.00  ,  561.20  ,  561.20  ,  2859.00
76.00  ,  66.00  ,  88.00  ,  933.40  ,  933.40  ,  3002.00
67.00  ,  75.00  ,  42.00  ,  517.40  ,  517.40  ,  2367.00
79.00  ,  91.00  ,  91.00  ,  995.00  ,  995.00  ,  3405.00
93.00  ,  28.00  ,  24.00  ,  303.70  ,  303.70  ,  1816.00
34.00  ,  91.00  ,  64.00  ,  724.10  ,  724.10  ,  2487.00
71.00  ,  35.00  ,  72.00  ,  743.40  ,  743.40  ,  2315.00
72.00  ,  40.00  ,  98.00  ,  989.60  ,  989.60  ,  2756.00
73.00  ,  58.00  ,  29.00  ,  378.70  ,  378.70  ,  2036.00
52.00  ,  21.00  ,  71.00  ,  706.50  ,  706.50  ,  1891.00
56.00  ,  61.00  ,  26.00  ,  346.50  ,  346.50  ,  1829.00
88.00  ,  92.00  ,  49.00  ,  614.40  ,  614.40  ,  2938.00
39.00  ,  59.00  ,  92.00  ,  942.60  ,  942.60  ,  2523.00
91.00  ,  59.00  ,  64.00  ,  711.00  ,  711.00  ,  2755.00
40.00  ,  47.00  ,  84.00  ,  853.90  ,  853.90  ,  2267.00
31.00  ,  71.00  ,  55.00  ,  613.80  ,  613.80  ,  2065.00
91.00  ,  33.00  ,  89.00  ,  907.20  ,  907.20  ,  2767.00
81.00  ,  26.00  ,  91.00  ,  911.50  ,  911.50  ,  2584.00
87.00  ,  51.00  ,  61.00  ,  671.00  ,  671.00  ,  2561.00
95.00  ,  98.00  ,  87.00  ,  975.30  ,  975.30  ,  3632.00
22.00  ,  44.00  ,  64.00  ,  657.00  ,  657.00  ,  1732.00
44.00  ,  83.00  ,  58.00  ,  663.50  ,  663.50  ,  2419.00
88.00  ,  56.00  ,  35.00  ,  438.80  ,  438.80  ,  2274.00
32.00  ,  95.00  ,  51.00  ,  608.70  ,  608.70  ,  2333.00
91.00  ,  43.00  ,  94.00  ,  966.20  ,  966.20  ,  2967.00
37.00  ,  63.00  ,  34.00  ,  413.20  ,  413.20  ,  1739.00
37.00  ,  83.00  ,  72.00  ,  788.80  ,  788.80  ,  2531.00
63.00  ,  71.00  ,  55.00  ,  629.80  ,  629.80  ,  2449.00
97.00  ,  35.00  ,  80.00  ,  830.00  ,  830.00  ,  2739.00
53.00  ,  36.00  ,  48.00  ,  514.90  ,  514.90  ,  1776.00
29.00  ,  34.00  ,  60.00  ,  610.70  ,  610.70  ,  1630.00
49.00  ,  99.00  ,  35.00  ,  475.20  ,  475.20  ,  2365.00
34.00  ,  28.00  ,  73.00  ,  725.00  ,  725.00  ,  1794.00
72.00  ,  83.00  ,  62.00  ,  714.30  ,  714.30  ,  2811.00
56.00  ,  61.00  ,  31.00  ,  392.50  ,  392.50  ,  1899.00
88.00  ,  58.00  ,  95.00  ,  993.40  ,  993.40  ,  3140.00
56.00  ,  49.00  ,  35.00  ,  413.70  ,  413.70  ,  1799.00
65.00  ,  45.00  ,  23.00  ,  302.60  ,  302.60  ,  1687.00
44.00  ,  73.00  ,  28.00  ,  374.50  ,  374.50  ,  1869.00
54.00  ,  79.00  ,  55.00  ,  635.70  ,  635.70  ,  2445.00
72.00  ,  61.00  ,  64.00  ,  704.10  ,  704.10  ,  2553.00
91.00  ,  55.00  ,  63.00  ,  696.60  ,  696.60  ,  2689.00
57.00  ,  89.00  ,  74.00  ,  825.00  ,  825.00  ,  2877.00
80.00  ,  51.00  ,  42.00  ,  492.70  ,  492.70  ,  2211.00
75.00  ,  89.00  ,  63.00  ,  732.80  ,  732.80  ,  2939.00
80.00  ,  68.00  ,  82.00  ,  882.80  ,  882.80  ,  2992.00
54.00  ,  76.00  ,  82.00  ,  880.20  ,  880.20  ,  2784.00
63.00  ,  51.00  ,  95.00  ,  971.80  ,  971.80  ,  2749.00
28.00  ,  83.00  ,  44.00  ,  526.70  ,  526.70  ,  2031.00
90.00  ,  74.00  ,  51.00  ,  610.40  ,  610.40  ,  2756.00
55.00  ,  22.00  ,  71.00  ,  709.30  ,  709.30  ,  1940.00
62.00  ,  40.00  ,  80.00  ,  819.00  ,  819.00  ,  2384.00
36.00  ,  27.00  ,  27.00  ,  301.50  ,  301.50  ,  1161.00
58.00  ,  68.00  ,  89.00  ,  936.20  ,  936.20  ,  2826.00
94.00  ,  89.00  ,  65.00  ,  760.70  ,  760.70  ,  3195.00
92.00  ,  94.00  ,  25.00  ,  398.20  ,  398.20  ,  2676.00
75.00  ,  20.00  ,  35.00  ,  385.50  ,  385.50  ,  1650.00
62.00  ,  74.00  ,  47.00  ,  559.60  ,  559.60  ,  2364.00
75.00  ,  60.00  ,  37.00  ,  455.90  ,  455.90  ,  2198.00
35.00  ,  43.00  ,  42.00  ,  459.80  ,  459.80  ,  1567.00
98.00  ,  33.00  ,  20.00  ,  275.90  ,  275.90  ,  1885.00
58.00  ,  60.00  ,  64.00  ,  695.80  ,  695.80  ,  2372.00
62.00  ,  70.00  ,  46.00  ,  545.20  ,  545.20  ,  2298.00
45.00  ,  92.00  ,  75.00  ,  832.10  ,  832.10  ,  2786.00
67.00  ,  50.00  ,  69.00  ,  733.30  ,  733.30  ,  2420.00
21.00  ,  100.00  ,  97.00  ,  1032.90  ,  1032.90  ,  2910.00
45.00  ,  31.00  ,  30.00  ,  338.80  ,  338.80  ,  1363.00
74.00  ,  59.00  ,  83.00  ,  877.30  ,  877.30  ,  2817.00
25.00  ,  92.00  ,  76.00  ,  831.30  ,  831.30  ,  2560.00
70.00  ,  38.00  ,  84.00  ,  857.20  ,  857.20  ,  2510.00
88.00  ,  30.00  ,  27.00  ,  331.40  ,  331.40  ,  1824.00
37.00  ,  39.00  ,  47.00  ,  501.60  ,  501.60  ,  1609.00
62.00  ,  32.00  ,  88.00  ,  882.20  ,  882.20  ,  2392.00
25.00  ,  69.00  ,  65.00  ,  700.20  ,  700.20  ,  2107.00
89.00  ,  32.00  ,  71.00  ,  739.30  ,  739.30  ,  2478.00
74.00  ,  45.00  ,  63.00  ,  675.10  ,  675.10  ,  2355.00
41.00  ,  90.00  ,  39.00  ,  496.30  ,  496.30  ,  2208.00
22.00  ,  42.00  ,  99.00  ,  976.40  ,  976.40  ,  2196.00
87.00  ,  68.00  ,  78.00  ,  849.50  ,  849.50  ,  3020.00
30.00  ,  77.00  ,  39.00  ,  473.90  ,  473.90  ,  1907.00
94.00  ,  70.00  ,  64.00  ,  726.80  ,  726.80  ,  2934.00
92.00  ,  48.00  ,  100.00  ,  1028.40  ,  1028.40  ,  3128.00
93.00  ,  69.00  ,  34.00  ,  449.00  ,  449.00  ,  2489.00
43.00  ,  34.00  ,  27.00  ,  314.10  ,  314.10  ,  1336.00
45.00  ,  64.00  ,  94.00  ,  970.50  ,  970.50  ,  2688.00
93.00  ,  70.00  ,  97.00  ,  1029.90  ,  1029.90  ,  3384.00
74.00  ,  73.00  ,  88.00  ,  941.50  ,  941.50  ,  3069.00
61.00  ,  88.00  ,  84.00  ,  917.70  ,  917.70  ,  3052.00
96.00  ,  40.00  ,  65.00  ,  698.00  ,  698.00  ,  2582.00
67.00  ,  46.00  ,  57.00  ,  617.70  ,  617.70  ,  2200.00
43.00  ,  83.00  ,  46.00  ,  552.60  ,  552.60  ,  2239.00
93.00  ,  28.00  ,  63.00  ,  662.50  ,  662.50  ,  2362.00
64.00  ,  88.00  ,  28.00  ,  404.00  ,  404.00  ,  2304.00
48.00  ,  94.00  ,  55.00  ,  652.20  ,  652.20  ,  2568.00
74.00  ,  21.00  ,  99.00  ,  975.10  ,  975.10  ,  2547.00
59.00  ,  51.00  ,  47.00  ,  528.20  ,  528.20  ,  2029.00
84.00  ,  79.00  ,  78.00  ,  862.30  ,  862.30  ,  3127.00
22.00  ,  43.00  ,  60.00  ,  618.90  ,  618.90  ,  1663.00
49.00  ,  52.00  ,  90.00  ,  920.10  ,  920.10  ,  2524.00
49.00  ,  85.00  ,  93.00  ,  990.60  ,  990.60  ,  2995.00
39.00  ,  34.00  ,  64.00  ,  652.50  ,  652.50  ,  1806.00
41.00  ,  78.00  ,  23.00  ,  333.50  ,  333.50  ,  1828.00
21.00  ,  95.00  ,  29.00  ,  400.80  ,  400.80  ,  1893.00
58.00  ,  93.00  ,  74.00  ,  830.70  ,  830.70  ,  2941.00
70.00  ,  98.00  ,  20.00  ,  346.40  ,  346.40  ,  2394.00
65.00  ,  82.00  ,  89.00  ,  957.90  ,  957.90  ,  3092.00
36.00  ,  44.00  ,  60.00  ,  627.20  ,  627.20  ,  1844.00
31.00  ,  82.00  ,  62.00  ,  692.50  ,  692.50  ,  2306.00
38.00  ,  56.00  ,  39.00  ,  450.60  ,  450.60  ,  1730.00
78.00  ,  32.00  ,  98.00  ,  982.20  ,  982.20  ,  2724.00
35.00  ,  86.00  ,  50.00  ,  589.30  ,  589.30  ,  2238.00
51.00  ,  32.00  ,  36.00  ,  398.30  ,  398.30  ,  1532.00
65.00  ,  37.00  ,  73.00  ,  752.20  ,  752.20  ,  2283.00
41.00  ,  78.00  ,  66.00  ,  729.10  ,  729.10  ,  2430.00
49.00  ,  22.00  ,  32.00  ,  347.50  ,  347.50  ,  1322.00
78.00  ,  34.00  ,  27.00  ,  331.60  ,  331.60  ,  1756.00
86.00  ,  58.00  ,  24.00  ,  339.20  ,  339.20  ,  2122.00
53.00  ,  62.00  ,  82.00  ,  861.50  ,  861.50  ,  2590.00
89.00  ,  60.00  ,  54.00  ,  619.30  ,  619.30  ,  2604.00
70.00  ,  71.00  ,  25.00  ,  357.30  ,  357.30  ,  2113.00
47.00  ,  26.00  ,  88.00  ,  866.90  ,  866.90  ,  2134.00
60.00  ,  82.00  ,  57.00  ,  661.00  ,  661.00  ,  2584.00
37.00  ,  36.00  ,  65.00  ,  663.30  ,  663.30  ,  1822.00
33.00  ,  79.00  ,  77.00  ,  827.60  ,  827.60  ,  2501.00
85.00  ,  38.00  ,  52.00  ,  570.30  ,  570.30  ,  2242.00
84.00  ,  46.00  ,  55.00  ,  607.80  ,  607.80  ,  2376.00
47.00  ,  97.00  ,  90.00  ,  977.60  ,  977.60  ,  3085.00
37.00  ,  72.00  ,  86.00  ,  903.30  ,  903.30  ,  2584.00
55.00  ,  65.00  ,  33.00  ,  415.60  ,  415.60  ,  1967.00
29.00  ,  94.00  ,  36.00  ,  467.90  ,  467.90  ,  2074.00
76.00  ,  57.00  ,  63.00  ,  691.70  ,  691.70  ,  2535.00
49.00  ,  60.00  ,  71.00  ,  755.70  ,  755.70  ,  2362.00
77.00  ,  96.00  ,  63.00  ,  742.90  ,  742.90  ,  3054.00
96.00  ,  50.00  ,  73.00  ,  784.60  ,  784.60  ,  2824.00
71.00  ,  70.00  ,  93.00  ,  982.10  ,  982.10  ,  3064.00
70.00  ,  42.00  ,  95.00  ,  963.60  ,  963.60  ,  2716.00
29.00  ,  96.00  ,  35.00  ,  461.30  ,  461.30  ,  2086.00
48.00  ,  58.00  ,  74.00  ,  780.20  ,  780.20  ,  2366.00
75.00  ,  52.00  ,  82.00  ,  859.50  ,  859.50  ,  2724.00
47.00  ,  66.00  ,  73.00  ,  780.90  ,  780.90  ,  2444.00
82.00  ,  96.00  ,  43.00  ,  561.40  ,  561.40  ,  2834.00
88.00  ,  32.00  ,  88.00  ,  895.20  ,  895.20  ,  2704.00
28.00  ,  77.00  ,  58.00  ,  647.70  ,  647.70  ,  2149.00
39.00  ,  43.00  ,  30.00  ,  351.40  ,  351.40  ,  1447.00
100.00  ,  97.00  ,  53.00  ,  663.70  ,  663.70  ,  3203.00
73.00  ,  92.00  ,  68.00  ,  781.70  ,  781.70  ,  3024.00
68.00  ,  99.00  ,  36.00  ,  493.90  ,  493.90  ,  2607.00
58.00  ,  88.00  ,  25.00  ,  373.40  ,  373.40  ,  2190.00
80.00  ,  42.00  ,  41.00  ,  471.80  ,  471.80  ,  2080.00
51.00  ,  30.00  ,  48.00  ,  506.10  ,  506.10  ,  1674.00
99.00  ,  38.00  ,  34.00  ,  411.70  ,  411.70  ,  2158.00
47.00  ,  95.00  ,  59.00  ,  689.80  ,  689.80  ,  2625.00
50.00  ,  78.00  ,  29.00  ,  393.20  ,  393.20  ,  2020.00
35.00  ,  89.00  ,  63.00  ,  712.80  ,  712.80  ,  2459.00
99.00  ,  56.00  ,  67.00  ,  738.70  ,  738.70  ,  2854.00
32.00  ,  65.00  ,  100.00  ,  1020.50  ,  1020.50  ,  2629.00
82.00  ,  23.00  ,  22.00  ,  273.30  ,  273.30  ,  1591.00
83.00  ,  26.00  ,  29.00  ,  342.10  ,  342.10  ,  1740.00
30.00  ,  91.00  ,  85.00  ,  915.30  ,  915.30  ,  2733.00
43.00  ,  29.00  ,  45.00  ,  473.20  ,  473.20  ,  1523.00
91.00  ,  93.00  ,  54.00  ,  663.20  ,  663.20  ,  3057.00
96.00  ,  58.00  ,  49.00  ,  574.20  ,  574.20  ,  2592.00
34.00  ,  90.00  ,  22.00  ,  336.40  ,  336.40  ,  1886.00
22.00  ,  62.00  ,  37.00  ,  432.00  ,  432.00  ,  1588.00
54.00  ,  79.00  ,  59.00  ,  672.50  ,  672.50  ,  2501.00
72.00  ,  20.00  ,  59.00  ,  604.80  ,  604.80  ,  1950.00
86.00  ,  57.00  ,  73.00  ,  788.70  ,  788.70  ,  2795.00
35.00  ,  94.00  ,  80.00  ,  875.70  ,  875.70  ,  2762.00
100.00  ,  49.00  ,  62.00  ,  684.10  ,  684.10  ,  2705.00
28.00  ,  80.00  ,  82.00  ,  872.40  ,  872.40  ,  2524.00
74.00  ,  56.00  ,  42.00  ,  496.20  ,  496.20  ,  2204.00
66.00  ,  84.00  ,  36.00  ,  473.40  ,  473.40  ,  2388.00
78.00  ,  92.00  ,  44.00  ,  563.40  ,  563.40  ,  2748.00
78.00  ,  44.00  ,  81.00  ,  841.40  ,  841.40  ,  2642.00
86.00  ,  100.00  ,  66.00  ,  780.20  ,  780.20  ,  3256.00
65.00  ,  62.00  ,  82.00  ,  867.50  ,  867.50  ,  2734.00
90.00  ,  48.00  ,  26.00  ,  346.60  ,  346.60  ,  2068.00
44.00  ,  36.00  ,  31.00  ,  354.00  ,  354.00  ,  1430.00
88.00  ,  80.00  ,  32.00  ,  442.40  ,  442.40  ,  2544.00
57.00  ,  97.00  ,  82.00  ,  909.00  ,  909.00  ,  3093.00
45.00  ,  28.00  ,  84.00  ,  831.70  ,  831.70  ,  2080.00
83.00  ,  53.00  ,  88.00  ,  920.00  ,  920.00  ,  2917.00
80.00  ,  38.00  ,  78.00  ,  807.00  ,  807.00  ,  2546.00
41.00  ,  22.00  ,  27.00  ,  297.50  ,  297.50  ,  1156.00
26.00  ,  65.00  ,  30.00  ,  373.50  ,  373.50  ,  1577.00
42.00  ,  32.00  ,  68.00  ,  688.20  ,  688.20  ,  1872.00
39.00  ,  20.00  ,  45.00  ,  459.50  ,  459.50  ,  1358.00
98.00  ,  54.00  ,  54.00  ,  616.00  ,  616.00  ,  2634.00
36.00  ,  56.00  ,  41.00  ,  468.00  ,  468.00  ,  1734.00
98.00  ,  100.00  ,  97.00  ,  1071.40  ,  1071.40  ,  3834.00
28.00  ,  23.00  ,  30.00  ,  319.90  ,  319.90  ,  1055.00
100.00  ,  31.00  ,  46.00  ,  513.50  ,  513.50  ,  2247.00
37.00  ,  76.00  ,  70.00  ,  761.30  ,  761.30  ,  2412.00
31.00  ,  51.00  ,  94.00  ,  946.60  ,  946.60  ,  2351.00
85.00  ,  36.00  ,  70.00  ,  733.30  ,  733.30  ,  2468.00
51.00  ,  47.00  ,  40.00  ,  454.60  ,  454.60  ,  1783.00
78.00  ,  93.00  ,  27.00  ,  408.30  ,  408.30  ,  2523.00
90.00  ,  99.00  ,  85.00  ,  955.70  ,  955.70  ,  3557.00
78.00  ,  84.00  ,  27.00  ,  396.60  ,  396.60  ,  2406.00
62.00  ,  44.00  ,  74.00  ,  769.00  ,  769.00  ,  2352.00
71.00  ,  55.00  ,  43.00  ,  502.60  ,  502.60  ,  2169.00
42.00  ,  54.00  ,  99.00  ,  1002.00  ,  1002.00  ,  2592.00
37.00  ,  88.00  ,  93.00  ,  988.50  ,  988.50  ,  2890.00
57.00  ,  49.00  ,  96.00  ,  975.40  ,  975.40  ,  2665.00
74.00  ,  36.00  ,  21.00  ,  277.00  ,  277.00  ,  1650.00
53.00  ,  54.00  ,  33.00  ,  400.30  ,  400.30  ,  1800.00
86.00  ,  56.00  ,  81.00  ,  861.00  ,  861.00  ,  2894.00
99.00  ,  28.00  ,  57.00  ,  610.30  ,  610.30  ,  2350.00
41.00  ,  96.00  ,  46.00  ,  568.50  ,  568.50  ,  2384.00
32.00  ,  24.00  ,  64.00  ,  636.00  ,  636.00  ,  1592.00
93.00  ,  60.00  ,  81.00  ,  869.70  ,  869.70  ,  3030.00
51.00  ,  92.00  ,  69.00  ,  779.90  ,  779.90  ,  2774.00
44.00  ,  99.00  ,  72.00  ,  813.10  ,  813.10  ,  2823.00
88.00  ,  98.00  ,  90.00  ,  999.40  ,  999.40  ,  3590.00
64.00  ,  87.00  ,  79.00  ,  871.90  ,  871.90  ,  3005.00
57.00  ,  94.00  ,  31.00  ,  435.90  ,  435.90  ,  2340.00
32.00  ,  78.00  ,  90.00  ,  945.40  ,  945.40  ,  2658.00
57.00  ,  77.00  ,  93.00  ,  984.20  ,  984.20  ,  2987.00
85.00  ,  69.00  ,  62.00  ,  702.60  ,  702.60  ,  2785.00
37.00  ,  93.00  ,  90.00  ,  967.40  ,  967.40  ,  2913.00
71.00  ,  36.00  ,  51.00  ,  551.50  ,  551.50  ,  2034.00
89.00  ,  58.00  ,  36.00  ,  451.10  ,  451.10  ,  2326.00
100.00  ,  58.00  ,  80.00  ,  861.40  ,  861.40  ,  3074.00
38.00  ,  71.00  ,  51.00  ,  580.50  ,  580.50  ,  2093.00
35.00  ,  34.00  ,  70.00  ,  705.70  ,  705.70  ,  1842.00
93.00  ,  34.00  ,  75.00  ,  780.70  ,  780.70  ,  2608.00
55.00  ,  80.00  ,  63.00  ,  711.10  ,  711.10  ,  2582.00
94.00  ,  72.00  ,  42.00  ,  527.00  ,  527.00  ,  2652.00
59.00  ,  76.00  ,  56.00  ,  643.50  ,  643.50  ,  2480.00
69.00  ,  66.00  ,  67.00  ,  736.70  ,  736.70  ,  2624.00
30.00  ,  29.00  ,  67.00  ,  669.10  ,  669.10  ,  1675.00
22.00  ,  32.00  ,  65.00  ,  650.60  ,  650.60  ,  1590.00
66.00  ,  36.00  ,  98.00  ,  981.40  ,  981.40  ,  2632.00
55.00  ,  87.00  ,  42.00  ,  527.00  ,  527.00  ,  2379.00
81.00  ,  33.00  ,  85.00  ,  865.40  ,  865.40  ,  2591.00
64.00  ,  40.00  ,  49.00  ,  534.80  ,  534.80  ,  1974.00
64.00  ,  87.00  ,  54.00  ,  641.90  ,  641.90  ,  2655.00
66.00  ,  28.00  ,  86.00  ,  860.60  ,  860.60  ,  2360.00
37.00  ,  60.00  ,  33.00  ,  400.10  ,  400.10  ,  1686.00
57.00  ,  57.00  ,  43.00  ,  498.20  ,  498.20  ,  2027.00
90.00  ,  39.00  ,  30.00  ,  371.70  ,  371.70  ,  2007.00
32.00  ,  61.00  ,  87.00  ,  895.70  ,  895.70  ,  2395.00
37.00  ,  43.00  ,  82.00  ,  828.80  ,  828.80  ,  2151.00
49.00  ,  78.00  ,  59.00  ,  668.70  ,  668.70  ,  2428.00
49.00  ,  54.00  ,  73.00  ,  766.30  ,  766.30  ,  2312.00
82.00  ,  28.00  ,  74.00  ,  758.20  ,  758.20  ,  2384.00
62.00  ,  47.00  ,  66.00  ,  699.30  ,  699.30  ,  2279.00
62.00  ,  25.00  ,  89.00  ,  882.30  ,  882.30  ,  2315.00
53.00  ,  91.00  ,  51.00  ,  614.00  ,  614.00  ,  2533.00
80.00  ,  73.00  ,  51.00  ,  604.10  ,  604.10  ,  2623.00
66.00  ,  79.00  ,  24.00  ,  356.50  ,  356.50  ,  2155.00
25.00  ,  63.00  ,  34.00  ,  407.20  ,  407.20  ,  1595.00
82.00  ,  31.00  ,  75.00  ,  771.30  ,  771.30  ,  2437.00
80.00  ,  62.00  ,  76.00  ,  819.80  ,  819.80  ,  2830.00
84.00  ,  79.00  ,  65.00  ,  742.70  ,  742.70  ,  2945.00
25.00  ,  76.00  ,  23.00  ,  322.90  ,  322.90  ,  1610.00
62.00  ,  30.00  ,  79.00  ,  796.80  ,  796.80  ,  2240.00
99.00  ,  96.00  ,  73.00  ,  845.90  ,  845.90  ,  3458.00
50.00  ,  39.00  ,  26.00  ,  314.90  ,  314.90  ,  1471.00
27.00  ,  43.00  ,  62.00  ,  639.80  ,  639.80  ,  1751.00
75.00  ,  29.00  ,  53.00  ,  562.80  ,  562.80  ,  2019.00
31.00  ,  27.00  ,  80.00  ,  786.60  ,  786.60  ,  1843.00
35.00  ,  65.00  ,  53.00  ,  589.60  ,  589.60  ,  2007.00
72.00  ,  51.00  ,  74.00  ,  783.10  ,  783.10  ,  2563.00
29.00  ,  57.00  ,  20.00  ,  272.60  ,  272.60  ,  1369.00
61.00  ,  26.00  ,  23.00  ,  275.90  ,  275.90  ,  1392.00
90.00  ,  53.00  ,  85.00  ,  895.90  ,  895.90  ,  2959.00
44.00  ,  98.00  ,  98.00  ,  1051.00  ,  1051.00  ,  3174.00
42.00  ,  46.00  ,  50.00  ,  540.80  ,  540.80  ,  1802.00
56.00  ,  85.00  ,  88.00  ,  948.10  ,  948.10  ,  3009.00
76.00  ,  73.00  ,  62.00  ,  703.30  ,  703.30  ,  2729.00
23.00  ,  86.00  ,  85.00  ,  905.30  ,  905.30  ,  2584.00
